1327678621454971,29.3921,130.493,0.538698
1327678621504968,29.3935,130.493,0.538698
1327678621554966,29.3937,130.492,0.538539
1327678621604964,29.3939,130.492,0.53869
1327678621655975,29.3956,130.491,0.537903
1327678621705973,29.3919,130.488,0.537897
1327678621755971,29.3924,130.49,0.537892
1327678621805969,29.3934,130.491,0.537886
1327678621855967,29.3942,130.492,0.537881
1327678621905961,29.3928,130.492,0.539125
1327678621955959,29.3933,130.491,0.538182
1327678622006975,29.3918,130.49,0.538177
1327678622056971,29.393,130.491,0.538171
1327678622106969,29.393,130.493,0.538478
1327678622156966,29.394,130.492,0.538473
1327678622206963,29.3952,130.491,0.538467
1327678622256959,29.3944,130.492,0.538462
1327678622306956,29.395,130.492,0.538457
1327678622357972,29.3966,130.491,0.538451
1327678622407970,29.3939,130.491,0.538446
1327678622457968,29.3942,130.491,0.537815
1327678622507966,29.3904,130.49,0.53781
1327678622557965,29.3928,130.492,0.537804
1327678622607961,29.3916,130.488,0.537798
1327678622657959,29.3937,130.495,0.537793
1327678622708970,29.3929,130.491,0.537944
1327678622758968,29.3934,130.49,0.538094
1327678622808967,29.392,130.491,0.538089
1327678622858966,29.3944,130.49,0.538396
1327678622908962,29.395,130.494,0.538078
1327678622958960,29.3964,130.494,0.538073
1327678623009976,29.3942,130.492,0.538067
1327678623059972,29.3967,130.489,0.538374
1327678623109967,29.3965,130.491,0.538369
1327678623159965,29.3962,130.49,0.538364
1327678623209962,29.3954,130.493,0.538358
1327678623259959,29.3955,130.491,0.538353
1327678623309955,29.3952,130.492,0.538347
1327678623360972,29.3945,130.49,0.538342
1327678623410961,29.3947,130.491,0.537711
1327678623460965,29.3991,130.49,0.537706
1327678623510961,29.3907,130.489,0.5377
1327678623560960,29.3919,130.491,0.537695
1327678623610958,29.3945,130.493,0.538314
1327678623660954,29.3939,130.491,0.538465
1327678623711968,29.3961,130.491,0.537835
1327678623761964,29.3953,130.49,0.538142
1327678623811963,29.3963,130.491,0.537824
1327678623861960,29.3971,130.493,0.537819
1327678623911959,29.3934,130.49,0.538438
1327678623961956,29.3964,130.491,0.538433
1327678624011954,29.3937,130.489,0.538115
1327678624062965,29.3943,130.493,0.538109
1327678624112964,29.3934,130.491,0.538104
1327678624162962,29.3952,130.488,0.538411
1327678624212961,29.3946,130.494,0.538405
1327678624262957,29.3961,130.488,0.5384
1327678624312956,29.395,130.489,0.538082
1327678624362948,29.3967,130.491,0.538077
1327678624413964,29.3953,130.491,0.538071
1327678624463960,29.395,130.491,0.538066
1327678624513956,29.3947,130.49,0.53806
1327678624563957,29.3953,130.49,0.538055
1327678624613955,29.3969,130.49,0.538049
1327678624663954,29.3952,130.49,0.538044
1327678624713951,29.3971,130.489,0.538038
1327678624764961,29.3973,130.489,0.538033
1327678624814961,29.3981,130.492,0.538028
1327678624864957,29.3948,130.488,0.537866
1327678624914955,29.396,130.49,0.538486
1327678624964953,29.3973,130.491,0.537855
1327678625014951,29.3963,130.491,0.538006
1327678625064947,29.395,130.492,0.538001
1327678625115960,29.3945,130.489,0.537683
1327678625165959,29.3964,130.488,0.537677
1327678625215957,29.3977,130.489,0.537672
1327678625265954,29.3971,130.491,0.537666
1327678625315952,29.3959,130.489,0.53813
1327678625365950,29.3968,130.49,0.537499
1327678625415950,29.3968,130.49,0.53765
1327678625466959,29.3989,130.49,0.537645
1327678625516958,29.3976,130.489,0.537639
1327678625566956,29.3963,130.491,0.538103
1327678625616953,29.3956,130.488,0.537785
1327678625666951,29.3951,130.49,0.537779
1327678625716949,29.3985,130.49,0.537774
1327678625766944,29.397,130.491,0.538394
1327678625817957,29.3988,130.487,0.538232
1327678625867955,29.3984,130.489,0.538383
1327678625917954,29.3961,130.49,0.538377
1327678625967951,29.3967,130.488,0.537747
1327678626017948,29.3957,130.487,0.537741
1327678626067945,29.397,130.489,0.537736
1327678626117942,29.3954,130.49,0.537731
1327678626168955,29.397,130.489,0.537725
1327678626218953,29.3982,130.487,0.53772
1327678626268952,29.3969,130.489,0.537402
1327678626318950,29.394,130.488,0.538021
1327678626368948,29.3957,130.487,0.538016
1327678626418943,29.3984,130.491,0.53801
1327678626468941,29.3958,130.488,0.538005
1327678626519959,29.3967,130.49,0.537999
1327678626569952,29.3975,130.49,0.537994
1327678626619950,29.3958,130.488,0.537832
1327678626669949,29.395,130.488,0.537827
1327678626719946,29.401,130.486,0.537821
1327678626769942,29.3955,130.487,0.537816
1327678626819937,29.3981,130.487,0.53781
1327678626870953,29.3978,130.488,0.537805
1327678626920951,29.398,130.489,0.5378
1327678626970948,29.3955,130.489,0.53795
1327678627020946,29.4004,130.489,0.537945
1327678627070944,29.3977,130.489,0.53794
1327678627120941,29.3971,130.488,0.537934
1327678627170936,29.3983,130.487,0.537929
1327678627221950,29.398,130.487,0.537923
1327678627271944,29.3992,130.488,0.537918
1327678627321948,29.3987,130.488,0.537756
1327678627371946,29.3994,130.488,0.537907
1327678627421943,29.3986,130.485,0.538058
1327678627471938,29.3965,130.489,0.537428
1327678627521935,29.3961,130.487,0.537422
1327678627572952,29.3991,130.488,0.537417
