1327678923873520,57.0573,159.065,1.53765
1327678923923519,57.0519,159.091,1.56124
1327678923973517,57.0468,159.114,1.58617
1327678924023511,57.0356,159.141,1.61132
1327678924073509,57.03,159.162,1.63867
1327678924123505,57.0175,159.187,1.6643
1327678924174523,57.0106,159.21,1.68931
1327678924224521,57.0018,159.234,1.71666
1327678924274509,56.9911,159.255,1.74183
1327678924324513,56.9798,159.282,1.76794
1327678924374339,56.9726,159.3,1.79405
1327678924424511,56.9549,159.324,1.81923
1327678924474509,56.9399,159.349,1.84441
1327678924524506,56.9323,159.367,1.87037
1327678924575522,56.9204,159.389,1.89618
1327678924625518,56.9072,159.41,1.92105
1327678924675514,56.8925,159.431,1.94843
1327678924725512,56.8736,159.453,1.97268
1327678924775506,56.8608,159.468,1.99756
1327678924825505,56.8445,159.49,2.02229
1327678924875502,56.8297,159.509,2.04593
1327678924926516,56.8132,159.526,2.07082
1327678924976516,56.8008,159.545,2.09571
1327678925026516,56.7784,159.565,2.11811
1327678925076512,56.7609,159.586,2.14051
1327678925126510,56.7444,159.603,2.16354
1327678925176510,56.7288,159.617,2.18219
1327678925226509,56.7066,159.638,2.19835
1327678925276503,56.692,159.654,2.20889
1327678925327513,56.6809,159.672,2.2163
1327678925377514,56.6621,159.693,2.21872
1327678925427514,56.6466,159.712,2.21989
1327678925477512,56.6358,159.729,2.21981
1327678925527507,56.6208,159.747,2.21973
1327678925577506,56.6064,159.769,2.21966
1327678925627503,56.5923,159.792,2.21959
1327678925677503,56.5771,159.811,2.21905
1327678925728516,56.5625,159.828,2.21836
1327678925778510,56.5448,159.849,2.21705
1327678925828510,56.5323,159.871,2.21699
1327678925878508,56.5199,159.889,2.21694
1327678925928506,56.5,159.909,2.21548
1327678925978501,56.4856,159.931,2.2173
1327678926028502,56.4717,159.951,2.21741
1327678926078502,56.4527,159.971,2.21737
1327678926129508,56.4416,159.985,2.21732
1327678926179510,56.4286,160.006,2.22041
1327678926229510,56.4102,160.027,2.22037
1327678926279506,56.3948,160.046,2.22034
1327678926329504,56.3835,160.065,2.2228
1327678926379502,56.3637,160.085,2.22278
1327678926429498,56.349,160.105,2.22275
1327678926479497,56.3354,160.123,2.22445
1327678926530506,56.3181,160.143,2.22442
1327678926580507,56.3081,160.162,2.22691
1327678926630510,56.2892,160.181,2.22689
1327678926680504,56.2763,160.199,2.23063
1327678926730499,56.2599,160.218,2.24046
1327678926780499,56.239,160.235,2.25046
1327678926830499,56.2193,160.252,2.26498
1327678926881509,56.1996,160.269,2.27748
1327678926931507,56.184,160.284,2.28749
1327678926981507,56.1662,160.302,2.29499
1327678927031501,56.1518,160.322,2.29875
1327678927081501,56.1326,160.34,2.29986
1327678927131498,56.1205,160.355,2.29987
1327678927181496,56.1037,160.374,2.29989
1327678927231493,56.0809,160.391,2.29803
1327678927282507,56.0655,160.41,2.29743
1327678927332504,56.0522,160.429,2.29745
1327678927382505,56.0346,160.447,2.29623
1327678927432503,56.0161,160.465,2.29626
1327678927482500,56.0052,160.487,2.2963
1327678927532497,55.9903,160.506,2.29633
1327678927582496,55.9739,160.525,2.29387
1327678927632494,55.9585,160.544,2.29392
1327678927683507,55.947,160.568,2.29396
1327678927733507,55.9332,160.586,2.29401
1327678927783496,55.9242,160.608,2.29546
1327678927833502,55.9061,160.63,2.29427
1327678927883499,55.8923,160.649,2.29432
1327678927933499,55.877,160.671,2.29438
1327678927983495,55.8672,160.689,2.29444
1327678928033487,55.8486,160.714,2.2945
1327678928084502,55.8339,160.732,2.29332
1327678928134502,55.8185,160.752,2.29339
1327678928184497,55.8025,160.77,2.29487
1327678928234498,55.7897,160.789,2.29432
1327678928284495,55.7715,160.811,2.29439
1327678928334494,55.7574,160.828,2.29729
1327678928384491,55.7424,160.845,2.29924
1327678928434489,55.7249,160.867,2.30683
1327678928485499,55.7043,160.885,2.31692
1327678928535498,55.6889,160.9,2.33139
1327678928585498,55.6691,160.915,2.34445
1327678928635496,55.6499,160.934,2.3533
1327678928685493,55.6304,160.95,2.3584
1327678928735488,55.6183,160.965,2.3635
1327678928785490,55.6031,160.985,2.36861
1327678928835488,55.5811,161.005,2.3659
1327678928886497,55.566,161.021,2.36852
1327678928936497,55.5507,161.038,2.37113
1327678928986492,55.5289,161.057,2.37125
1327678929036493,55.5189,161.071,2.37137
1327678929086489,55.4941,161.091,2.37149
1327678929136492,55.4829,161.106,2.37162
1327678929186495,55.4608,161.124,2.37175
1327678929236493,55.4421,161.142,2.37063
1327678929287497,55.4286,161.159,2.37233
1327678929337495,55.41,161.176,2.37247
1327678929387497,55.387,161.2,2.37261
1327678929437497,55.3707,161.216,2.37026
1327678929487495,55.3495,161.234,2.36978
1327678929537492,55.3391,161.249,2.37118
1327678929587494,55.3199,161.264,2.37133
1327678929638496,55.2974,161.283,2.37212
1327678929688494,55.2841,161.297,2.37227
1327678929738496,55.2663,161.317,2.37369
1327678929788495,55.2527,161.331,2.37385
1327678929838499,55.2306,161.349,2.36902
1327678929888497,55.213,161.369,2.37169
1327678929938495,55.1994,161.382,2.37186
1327678929989495,55.1692,161.406,2.37204
1327678930039497,55.1648,161.412,2.37222
1327678930089495,55.1435,161.434,2.37303
1327678930139495,55.1279,161.449,2.37446
1327678930189496,55.1071,161.467,2.37465
1327678930239495,55.0869,161.485,2.37359
1327678930289495,55.0733,161.499,2.37395
1327678930339494,55.053,161.515,2.37414
1327678930390494,55.0293,161.537,2.37434
1327678930440493,55.0152,161.551,2.37517
1327678930490494,54.9967,161.57,2.37538
1327678930540494,54.9814,161.584,2.37574
1327678930590494,54.9593,161.603,2.37596
1327678930640493,54.9398,161.624,2.37617
1327678930690493,54.9184,161.644,2.37639
1327678930740492,54.9031,161.656,2.37724
1327678930791494,54.8872,161.672,2.37934
1327678930841492,54.8642,161.693,2.37957
1327678930891493,54.8468,161.708,2.3798
1327678930941492,54.8291,161.726,2.37847
1327678930991491,54.8144,161.743,2.3798
1327678931041544,54.7958,161.758,2.3791
1327678931091483,54.7725,161.778,2.37997
1327678931142494,54.763,161.788,2.38037
1327678931192492,54.7413,161.806,2.38062
1327678931242491,54.7196,161.827,2.38088
1327678931292493,54.706,161.842,2.38113
1327678931342494,54.6866,161.86,2.38014
1327678931392489,54.6669,161.877,2.38118
1327678931442491,54.6476,161.898,2.38144
1327678931492492,54.6318,161.908,2.38171
1327678931543491,54.6099,161.931,2.38171
1327678931593489,54.5968,161.941,2.38164
1327678931643490,54.5769,161.959,2.379
1327678931718487,54.5425,161.989,2.37886
1327678931768485,54.5302,162.004,2.38091
1327678931818483,54.5189,162.017,2.38328
1327678931868481,54.4982,162.033,2.38252
1327678931918475,54.476,162.055,2.38238
1327678931969489,54.4533,162.073,2.38225
1327678932019486,54.4363,162.085,2.38212
1327678932069484,54.4217,162.097,2.38698
1327678932119484,54.4055,162.116,2.3856
1327678932169481,54.385,162.135,2.38422
1327678932219481,54.3651,162.152,2.38441
1327678932269476,54.3417,162.171,2.38428
1327678932319476,54.3359,162.183,2.38915
1327678932370486,54.3115,162.197,2.39527
1327678932420484,54.299,162.211,2.40546
1327678932470483,54.2725,162.23,2.41533
1327678932520479,54.2471,162.241,2.42521
1327678932570478,54.2278,162.254,2.43509
1327678932620479,54.2051,162.275,2.43996
1327678932670475,54.1833,162.288,2.44109
1327678932720471,54.1698,162.299,2.44097
1327678932771484,54.1518,162.319,2.44085
1327678932821482,54.1298,162.336,2.43948
1327678932871481,54.1143,162.352,2.43874
1327678932921477,54.0905,162.37,2.43644
1327678932971478,54.0709,162.388,2.43632
1327678933021473,54.0583,162.398,2.43371
1327678933071472,54.0441,162.416,2.43359
1327678933121468,54.0241,162.432,2.43348
1327678933172483,54.0019,162.448,2.43087
1327678933222482,53.9873,162.461,2.43075
1327678933272480,53.9641,162.485,2.42877
1327678933322478,53.947,162.494,2.42866
1327678933372471,53.9256,162.513,2.42417
1327678933422468,53.9103,162.528,2.42516
1327678933472467,53.8973,162.547,2.4249
1327678933522463,53.8705,162.56,2.4226
1327678933573481,53.8548,162.576,2.42203
1327678933623480,53.8299,162.596,2.42192
1327678933673475,53.8123,162.611,2.42182
1327678933723473,53.8017,162.623,2.42546
1327678933773467,53.7747,162.645,2.42286
1327678933823464,53.7631,162.657,2.42776
